genre,artist,artist_slug,artist_url,song_title,song_url,lyrics_raw,lyrics_clean,n_words,n_chars
mpb,Maria Bethânia,maria-bethania,https://www.letras.com.br/maria-bethania/,Iemanjá Rainha Do Mar,https://www.letras.com.br/maria-bethania/iemanja-rainha-do-mar,"Quanto nome tem a Rainha do Mar?
Quanto nome tem a Rainha do Mar?
Dandalunda, Janaína,
Marabô, Princesa de Aiocá,
Inaê, Sereia, Mucunã,
Maria, Dona Iemanjá.
Onde ela vive?
Onde ela mora?
Nas águas,
Na loca de pedra,
Num palácio encantado,
No fundo do mar.
O que ela gosta?
O que ela adora?
Perfume,
Flor, espelho e pente
Toda sorte de presente
Pra ela se enfeitar.
Como se saúda a Rainha do Mar?
Como se saúda a Rainha do Mar?
Alodê, Odofiaba,
Minha-mãe, Mãe-d'água,
Odoyá!
Qual é seu dia,
Nossa Senhora?
É dia dois de fevereiro
Quando na beira da praia
Eu vou me abençoar.
O que ela canta?
Por que ela chora?
Só canta cantiga bonita
Chora quando fica aflita
Se você chorar.
Quem é que já viu a Rainha do Mar?
Quem é que já viu a Rainha do Mar?
Pescador e marinheiro
que escuta a sereia cantar
é com o povo que é praiero
que dona Iemanjá quer se casar.","Quanto nome tem a Rainha do Mar?
Quanto nome tem a Rainha do Mar?
Dandalunda, Janaína,
Marabô, Princesa de Aiocá,
Inaê, Sereia, Mucunã,
Maria, Dona Iemanjá.
Onde ela vive?
Onde ela mora?
Nas águas,
Na loca de pedra,
Num palácio encantado,
No fundo do mar.
O que ela gosta?
O que ela adora?
Perfume,
Flor, espelho e pente
Toda sorte de presente
Pra ela se enfeitar.
Como se saúda a Rainha do Mar?
Como se saúda a Rainha do Mar?
Alodê, Odofiaba,
Minha-mãe, Mãe-d'água,
Odoyá!
Qual é seu dia,
Nossa Senhora?
É dia dois de fevereiro
Quando na beira da praia
Eu vou me abençoar.
O que ela canta?
Por que ela chora?
Só canta cantiga bonita
Chora quando fica aflita
Se você chorar.
Quem é que já viu a Rainha do Mar?
Quem é que já viu a Rainha do Mar?
Pescador e marinheiro
que escuta a sereia cantar
é com o povo que é praiero
que dona Iemanjá quer se casar.",163,852
mpb,Maria Bethânia,maria-bethania,https://www.letras.com.br/maria-bethania/,Samba Da Bênção,https://www.letras.com.br/maria-bethania/samba-da-bencao,"É melhor ser alegre que ser triste
Alegria é a melhor coisa que existe
É assim como a luz no coração
Mas pra fazer um samba com beleza
É preciso um bocado de tristeza
É preciso um bocado de tristeza
Senão, não se faz um samba não
Fazer samba não é contar piada
E quem faz samba assim não é de nada
O bom samba é uma forma de oração
Porque o samba é a tristeza que balança
E a tristeza tem sempre uma esperança
A tristeza tem sempre uma esperança
De um dia não ser mais triste não
Ponha um pouco de amor numa cadência
E vai ver que ninguém no mundo vence
A beleza que tem um samba, não
Porque o samba nasceu lá na Bahia
E se hoje ele é branco na poesia
Se hoje ele é branco na poesia
Ele é negro demais no coração","É melhor ser alegre que ser triste
Alegria é a melhor coisa que existe
É assim como a luz no coração
Mas pra fazer um samba com beleza
É preciso um bocado de tristeza
É preciso um bocado de tristeza
Senão, não se faz um samba não
Fazer samba não é contar piada
E quem faz samba assim não é de nada
O bom samba é uma forma de oração
Porque o samba é a tristeza que balança
E a tristeza tem sempre uma esperança
A tristeza tem sempre uma esperança
De um dia não ser mais triste não
Ponha um pouco de amor numa cadência
E vai ver que ninguém no mundo vence
A beleza que tem um samba, não
Porque o samba nasceu lá na Bahia
E se hoje ele é branco na poesia
Se hoje ele é branco na poesia
Ele é negro demais no coração",149,712
mpb,Fagner,fagner,https://www.letras.com.br/fagner/,Borbulhas de Amor,https://www.letras.com.br/fagner/borbulhas-de-amor,"Tenho um coração
Dividido entre a esperança e a razão
Tenho um coração
Bem melhor que não tivera

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Canta coração que esta alma necessita de ilusão
Sonha coração, não te enchas de amargura

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Uma noite para unir-nos até o fim
Cara a cara, beijo a beijo
E viver para sempre dentro de ti

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti","Tenho um coração
Dividido entre a esperança e a razão
Tenho um coração
Bem melhor que não tivera

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Canta coração que esta alma necessita de ilusão
Sonha coração, não te enchas de amargura

Esse coração
Não consegue se conter ao ouvir tua voz
Pobre coração
Sempre escravo da ternura

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti

Uma noite para unir-nos até o fim
Cara a cara, beijo a beijo
E viver para sempre dentro de ti

Quem dera ser um peixe
Para em teu límpido aquário mergulhar
Fazer borbulhas de amor pra te encantar
Passar a noite em claro
Dentro de ti

Um peixe
Para enfeitar de corais tua cintura
Fazer silhuetas de amor à luz da lua
Saciar esta loucura
Dentro de ti",229,1234
mpb,Fagner,fagner,https://www.letras.com.br/fagner/,Oração de São Francisco,https://www.letras.com.br/fagner/oracao-de-sao-francisco,"Senhor, fazei-me instrumento de vossa paz
Onde houver ódio, que eu leve o amor
Onde houver ofensa, que eu leve o perdão
Onde houver discórdia, que eu leve união
Onde houver dúvida, que eu leve a fé

Onde houver erro, que eu leve a verdade
Onde houver desespero, que eu leve a esperança
Onde houver tristeza, que eu leve alegria
Onde houver trevas, que eu leve a luz

Ó mestre, fazei que eu procure mais consolar que ser consolado
Compreender, que ser compreendido
Amar, que ser amado
Pois é dando que se recebe
É perdoando que se é perdoado
E é morrendo que se vive
Para a vida eterna","Senhor, fazei-me instrumento de vossa paz
Onde houver ódio, que eu leve o amor
Onde houver ofensa, que eu leve o perdão
Onde houver discórdia, que eu leve união
Onde houver dúvida, que eu leve a fé

Onde houver erro, que eu leve a verdade
Onde houver desespero, que eu leve a esperança
Onde houver tristeza, que eu leve alegria
Onde houver trevas, que eu leve a luz

Ó mestre, fazei que eu procure mais consolar que ser consolado
Compreender, que ser compreendido
Amar, que ser amado
Pois é dando que se recebe
É perdoando que se é perdoado
E é morrendo que se vive
Para a vida eterna",109,584
mpb,Marcos Valle,marcos-valle,https://www.letras.com.br/marcos-valle/,Um Novo Tempo,https://www.letras.com.br/marcos-valle/um-novo-tempo,"Hoje é um novo dia
De um novo tempo  que começou
Nesses novos dias, as alegrias
Serão de todos, é só querer
Todos os nossos sonhos serão verdade
O futuro já começou

Hoje a festa é sua
Hoje a festa é nossa
É de quem quiser
Quem vier
A festa é sua
Hoje a festa é nossa
É de quem quiser
Quem vier...","Hoje é um novo dia
De um novo tempo  que começou
Nesses novos dias, as alegrias
Serão de todos, é só querer
Todos os nossos sonhos serão verdade
O futuro já começou

Hoje a festa é sua
Hoje a festa é nossa
É de quem quiser
Quem vier
A festa é sua
Hoje a festa é nossa
É de quem quiser
Quem vier...",63,297
mpb,Marcos Valle,marcos-valle,https://www.letras.com.br/marcos-valle/,Só Se Morre Uma Vez,https://www.letras.com.br/marcos-valle/so-se-morre-uma-vez,"É só se vive uma vez, e é a minha vez de viver
E você não quer me ouvir
Nem quer deixar minha voz ser ouvida
Mas eu só sou um poeta, um cantor
E tudo que sei é cantar e amar
É o que eu sei e amar afinal
Não desisto, insisto e você vai ver, vai ouvir
Pense um pouco que a vida
Não tem mais razão se não tem razão
A gente vê que viver é melhor que morrer
Eu morrer, vou, mas você
Vai ter que ouvir
Escutar o que eu canto
Já quase sem voz","É só se vive uma vez, e é a minha vez de viver
E você não quer me ouvir
Nem quer deixar minha voz ser ouvida
Mas eu só sou um poeta, um cantor
E tudo que sei é cantar e amar
É o que eu sei e amar afinal
Não desisto, insisto e você vai ver, vai ouvir
Pense um pouco que a vida
Não tem mais razão se não tem razão
A gente vê que viver é melhor que morrer
Eu morrer, vou, mas você
Vai ter que ouvir
Escutar o que eu canto
Já quase sem voz",100,435
mpb,Ney Matogrosso,ney-matogrosso,https://www.letras.com.br/ney-matogrosso/,Demarcação Já!,https://www.letras.com.br/ney-matogrosso/demarcacao-ja,"Já que depois de mais de cinco séculos
E de ene ciclos de etnogenocídio
O índio vive, em meio a mil flagelos
Já tendo sido morto e renascido

Tal como o povo kadiwéu e o panará

Demarcação já!
Demarcação já!

Já que diversos povos vêm sendo atacados
Sem vir a ver a terra demarcada
A começar pela primeira no Brasil
Que o branco invadiu já na chegada
A do tupinambá

Demarcação já!
Demarcação já!

Já que, tal qual as obras da Transamazônica
Quando os milicos os chamavam de silvícolas
Hoje um projeto de outras obras faraônicas
Correndo junto da expansão agrícola
Induz a um indicídio, vide o povo kaiowá

Demarcação já!
Demarcação já!

Já que tem bem mais latifúndio em desmesura
Que terra indígena pelo país afora?
E já que o latifúndio é só monocultura
Mas a T.I. é polifauna e pluriflora

Ah!

Demarcação já!
Demarcação já!

E um tratoriza, motosserra, transgeniza
E o outro endeusa e diviniza a natureza
O índio a ama por sagrada que ela é
E o ruralista, pela grana que ela dá?

Hum, bah!

Demarcação já!
Demarcação já!

Já que por retrospecto só o autóc
Tone mantém compacta e muito intacta
E não impacta, e não infecta, e se
Conecta e tem um pacto com a mata

Sem a qual a água acabará

Demarcação já!
Demarcação já!

Pra que não deixem nem terras indígenas
Nem unidades de conservação
Abertas como chagas cancerígenas
Pelos efeitos da mineração

E de hidrelétricas no ventre da Amazônia, em Rondônia, no Pará

Demarcação já!
Demarcação já!

Já que tal qual o negro e o homossexual
O índio é tudo que não presta, como quer
Quem quer tomar-­lhe tudo que lhe resta
Seu território, herança do ancestral

E já que o que ele quer é o que é dele já

Demarcação, tá?
Demarcação já!

Pro índio ter a aplicação do Estatuto
Que linde o seu rincão qual um reduto
E blinde-­o contra o branco mau e bruto
Que lhe roubou aquilo que era seu

Tal como aconteceu, do Pampa ao Amapá

Demarcação lá!
Demarcação já!

Já que é assim que certos brancos agem

Chamando-­os de selvagens, se reagem
E de não índios, se nem fingem reação
À violência e à violação

De seus direitos, de Humaitá ao Jaraguá

Demarcação já!
Demarcação já!

Pois índio pode ter iPad, freezer, TV, caminhonete, voadeira
Que nem por isso deixa de ser índio
Nem de querer e ter na sua aldeia
Cuia, canoa, cocar, arco, maracá

Demarcação já!
Demarcação já!

Pra que o indígena não seja um indigente
Um alcoólatra, um escravo ou exilado
Ou acampado à beira duma estrada
Ou confinado e no final um suicida
Já velho ou jovem ou pior, piá

Demarcação já!
Demarcação já!

Por nós não vermos como natural
A sua morte sociocultural
Em outros termos, por nos condoermos
E termos como belo e absoluto

Seu contributo do tupi ao tucupi, do guarani ao guaraná

Demarcação já!
Demarcação já!

Pois guaranis e makuxis e pataxós
Estão em nós, e somos nós, pois índio é nós
É quem dentro de nós a gente traz, aliás
De kaiapós e kaiowás somos xarás

Xará

Demarcação já!
Demarcação já!

Pra não perdermos com quem aprender
A comover-­nos ao olhar e ver
As árvores, os pássaros e rios
A chuva, a rocha, a noite, o sol, a arara
E a flor de maracujá

Demarcação já!
Demarcação já!

Pelo respeito e pelo direito
À diferença e à diversidade
De cada etnia, cada minoria
De cada espécie da comunidade
De seres vivos que na Terra ainda há

Demarcação já!
Demarcação já!

Por um mundo melhor ou, pelo menos
Algum mundo por vir? por um futuro
Melhor ou, Oxalá, algum futuro
Por eles e por nós, por todo mundo

Que nessa barca junto todo mundo tá

Demarcação já!
Demarcação já!

Já que depois que o enxame de Ibirapueras
E de Maracanãs de mata for pro chão
Os yanomami morrerão deveras
Mas seus xamãs seu povo vingarão
E sobre a humanidade o céu cairá

Demarcação já!
Demarcação já!

Já que, por isso, o plano do krenak encerra
Cantar, dançar, pra suspender o céu
E indígena sem terra é todos sem a Terra
É toda a civilização ao léu

Ao deus­-dará

Demarcação já!
Demarcação já!

Sem mais embromação na mesa do Palácio
Nem mais embaço na gaveta da Justiça
Nem mais demora nem delonga no processo
Nem retrocesso nem pendenga no Congresso
Nem lengalenga, nenhenhém nem blablablá!

Demarcação já!
Demarcação já!

Pra que nas terras finalmente demarcadas
Ou autodemarcadas pelos índios
Nem madeireiros, garimpeiros, fazendeiros
Mandantes nem capangas nem jagunços
Milícias nem polícias os afrontem

Vrá!

Demarcação ontem!
Demarcação já!

E deixa o índio, deixa o índio, deixa os índios lá","Já que depois de mais de cinco séculos
E de ene ciclos de etnogenocídio
O índio vive, em meio a mil flagelos
Já tendo sido morto e renascido

Tal como o povo kadiwéu e o panará

Demarcação já!
Demarcação já!

Já que diversos povos vêm sendo atacados
Sem vir a ver a terra demarcada
A começar pela primeira no Brasil
Que o branco invadiu já na chegada
A do tupinambá

Demarcação já!
Demarcação já!

Já que, tal qual as obras da Transamazônica
Quando os milicos os chamavam de silvícolas
Hoje um projeto de outras obras faraônicas
Correndo junto da expansão agrícola
Induz a um indicídio, vide o povo kaiowá

Demarcação já!
Demarcação já!

Já que tem bem mais latifúndio em desmesura
Que terra indígena pelo país afora?
E já que o latifúndio é só monocultura
Mas a T.I. é polifauna e pluriflora

Ah!

Demarcação já!
Demarcação já!

E um tratoriza, motosserra, transgeniza
E o outro endeusa e diviniza a natureza
O índio a ama por sagrada que ela é
E o ruralista, pela grana que ela dá?

Hum, bah!

Demarcação já!
Demarcação já!

Já que por retrospecto só o autóc
Tone mantém compacta e muito intacta
E não impacta, e não infecta, e se
Conecta e tem um pacto com a mata

Sem a qual a água acabará

Demarcação já!
Demarcação já!

Pra que não deixem nem terras indígenas
Nem unidades de conservação
Abertas como chagas cancerígenas
Pelos efeitos da mineração

E de hidrelétricas no ventre da Amazônia, em Rondônia, no Pará

Demarcação já!
Demarcação já!

Já que tal qual o negro e o homossexual
O índio é tudo que não presta, como quer
Quem quer tomar-­lhe tudo que lhe resta
Seu território, herança do ancestral

E já que o que ele quer é o que é dele já

Demarcação, tá?
Demarcação já!

Pro índio ter a aplicação do Estatuto
Que linde o seu rincão qual um reduto
E blinde-­o contra o branco mau e bruto
Que lhe roubou aquilo que era seu

Tal como aconteceu, do Pampa ao Amapá

Demarcação lá!
Demarcação já!

Já que é assim que certos brancos agem

Chamando-­os de selvagens, se reagem
E de não índios, se nem fingem reação
À violência e à violação

De seus direitos, de Humaitá ao Jaraguá

Demarcação já!
Demarcação já!

Pois índio pode ter iPad, freezer, TV, caminhonete, voadeira
Que nem por isso deixa de ser índio
Nem de querer e ter na sua aldeia
Cuia, canoa, cocar, arco, maracá

Demarcação já!
Demarcação já!

Pra que o indígena não seja um indigente
Um alcoólatra, um escravo ou exilado
Ou acampado à beira duma estrada
Ou confinado e no final um suicida
Já velho ou jovem ou pior, piá

Demarcação já!
Demarcação já!

Por nós não vermos como natural
A sua morte sociocultural
Em outros termos, por nos condoermos
E termos como belo e absoluto

Seu contributo do tupi ao tucupi, do guarani ao guaraná

Demarcação já!
Demarcação já!

Pois guaranis e makuxis e pataxós
Estão em nós, e somos nós, pois índio é nós
É quem dentro de nós a gente traz, aliás
De kaiapós e kaiowás somos xarás

Xará

Demarcação já!
Demarcação já!

Pra não perdermos com quem aprender
A comover-­nos ao olhar e ver
As árvores, os pássaros e rios
A chuva, a rocha, a noite, o sol, a arara
E a flor de maracujá

Demarcação já!
Demarcação já!

Pelo respeito e pelo direito
À diferença e à diversidade
De cada etnia, cada minoria
De cada espécie da comunidade
De seres vivos que na Terra ainda há

Demarcação já!
Demarcação já!

Por um mundo melhor ou, pelo menos
Algum mundo por vir? por um futuro
Melhor ou, Oxalá, algum futuro
Por eles e por nós, por todo mundo

Que nessa barca junto todo mundo tá

Demarcação já!
Demarcação já!

Já que depois que o enxame de Ibirapueras
E de Maracanãs de mata for pro chão
Os yanomami morrerão deveras
Mas seus xamãs seu povo vingarão
E sobre a humanidade o céu cairá

Demarcação já!
Demarcação já!

Já que, por isso, o plano do krenak encerra
Cantar, dançar, pra suspender o céu
E indígena sem terra é todos sem a Terra
É toda a civilização ao léu

Ao deus­-dará

Demarcação já!
Demarcação já!

Sem mais embromação na mesa do Palácio
Nem mais embaço na gaveta da Justiça
Nem mais demora nem delonga no processo
Nem retrocesso nem pendenga no Congresso
Nem lengalenga, nenhenhém nem blablablá!

Demarcação já!
Demarcação já!

Pra que nas terras finalmente demarcadas
Ou autodemarcadas pelos índios
Nem madeireiros, garimpeiros, fazendeiros
Mandantes nem capangas nem jagunços
Milícias nem polícias os afrontem

Vrá!

Demarcação ontem!
Demarcação já!

E deixa o índio, deixa o índio, deixa os índios lá",781,4414
mpb,Ney Matogrosso,ney-matogrosso,https://www.letras.com.br/ney-matogrosso/,Rosa de Hiroshima,https://www.letras.com.br/ney-matogrosso/rosa-de-hiroshima,"Pensem nas crianças
Mudas telepáticas
Pensem nas meninas
Cegas inexatas
Pensem nas mulheres
Rotas alteradas
Pensem nas feridas
Como rosas cálidas
Mas, oh, não se esqueçam
Da rosa da rosa
Da rosa de Hiroshima
A rosa hereditária
A rosa radioativa
Estúpida e inválida
A rosa com cirrose
A anti-rosa atômica
Sem cor sem perfume
Sem rosa sem nada","Pensem nas crianças
Mudas telepáticas
Pensem nas meninas
Cegas inexatas
Pensem nas mulheres
Rotas alteradas
Pensem nas feridas
Como rosas cálidas
Mas, oh, não se esqueçam
Da rosa da rosa
Da rosa de Hiroshima
A rosa hereditária
A rosa radioativa
Estúpida e inválida
A rosa com cirrose
A anti-rosa atômica
Sem cor sem perfume
Sem rosa sem nada",58,341
mpb,Elis Regina,elis-regina,https://www.letras.com.br/elis-regina/,Preciso Aprender a Ser Só,https://www.letras.com.br/elis-regina/preciso-aprender-a-ser-so,"Ah, se eu te pudesse fazer entender
Sem teu amor eu não posso viver
Que sem nós dois o que resta sou eu
Eu assim tão só
E eu preciso aprender a ser só
Poder dormir sem sentir teu amor
E ver que foi só um sonho e passou
Ah, o amor
Quando é demais ao findar leva a paz
Me entreguei sem pensar
Que a saudade existe e se vem
É tão triste, vê
Meus olhos choram a falta dos teus
Esses olhos que foram tão meus
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor
Ah o amor
Quando é demais ao findar leva a paz
Me entreguei sem pensar
Que a saudade existe e se vem
É tão triste, vê
Meus olhos choram a falta dos teus
Esses olhos que foram tão meus
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor","Ah, se eu te pudesse fazer entender
Sem teu amor eu não posso viver
Que sem nós dois o que resta sou eu
Eu assim tão só
E eu preciso aprender a ser só
Poder dormir sem sentir teu amor
E ver que foi só um sonho e passou
Ah, o amor
Quando é demais ao findar leva a paz
Me entreguei sem pensar
Que a saudade existe e se vem
É tão triste, vê
Meus olhos choram a falta dos teus
Esses olhos que foram tão meus
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor
Ah o amor
Quando é demais ao findar leva a paz
Me entreguei sem pensar
Que a saudade existe e se vem
É tão triste, vê
Meus olhos choram a falta dos teus
Esses olhos que foram tão meus
Por Deus entenda que assim eu não vivo
Eu morro pensando no nosso amor",169,800
mpb,Elis Regina,elis-regina,https://www.letras.com.br/elis-regina/,Como Nossos Pais,https://www.letras.com.br/elis-regina/como-nossos-pais,"Não quero lhe falar, meu grande amor
Das coisas que aprendi nos discos
Quero lhe contar como eu vivi
E tudo o que aconteceu comigo

Viver é melhor que sonhar
Eu sei que o amor é uma coisa boa
Mas também sei que qualquer canto
É menor do que a vida de qualquer pessoa

Por isso cuidado, meu bem
Há perigo na esquina
Eles venceram e o sinal está fechado pra nós
Que somos jovens

Para abraçar seu irmão
E beijar sua menina na rua
É que se fez o seu braço
O seu lábio e a sua voz

Você me pergunta pela minha paixão
Digo que estou encantada como uma nova invenção
Eu vou ficar nesta cidade, não vou voltar pro sertão
Pois vejo vir vindo no vento cheiro de nova estação
Eu sei de tudo na ferida viva do meu coração

Já faz tempo, eu vi você na rua
Cabelo ao vento, gente jovem reunida
Na parede da memória
Essa lembrança é o quadro que dói mais

Minha dor é perceber
Que apesar de termos feito tudo o que fizemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais

Nossos ídolos ainda são os mesmos
E as aparências não enganam, não
Você diz que depois deles
Não apareceu mais ninguém

Você pode até dizer que eu tô por fora
Ou então que eu tô inventando
Mas é você que ama o passado e que não vê
É você que ama o passado e que não vê
Que o novo sempre vem

Hoje eu sei que quem me deu a ideia
De uma nova consciência e juventude
Tá em casa guardado por Deus
Contando o vil metal

Minha dor é perceber
Que apesar de termos feito tudo, tudo, tudo, tudo o que fizemos
Nós ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais","Não quero lhe falar, meu grande amor
Das coisas que aprendi nos discos
Quero lhe contar como eu vivi
E tudo o que aconteceu comigo

Viver é melhor que sonhar
Eu sei que o amor é uma coisa boa
Mas também sei que qualquer canto
É menor do que a vida de qualquer pessoa

Por isso cuidado, meu bem
Há perigo na esquina
Eles venceram e o sinal está fechado pra nós
Que somos jovens

Para abraçar seu irmão
E beijar sua menina na rua
É que se fez o seu braço
O seu lábio e a sua voz

Você me pergunta pela minha paixão
Digo que estou encantada como uma nova invenção
Eu vou ficar nesta cidade, não vou voltar pro sertão
Pois vejo vir vindo no vento cheiro de nova estação
Eu sei de tudo na ferida viva do meu coração

Já faz tempo, eu vi você na rua
Cabelo ao vento, gente jovem reunida
Na parede da memória
Essa lembrança é o quadro que dói mais

Minha dor é perceber
Que apesar de termos feito tudo o que fizemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais

Nossos ídolos ainda são os mesmos
E as aparências não enganam, não
Você diz que depois deles
Não apareceu mais ninguém

Você pode até dizer que eu tô por fora
Ou então que eu tô inventando
Mas é você que ama o passado e que não vê
É você que ama o passado e que não vê
Que o novo sempre vem

Hoje eu sei que quem me deu a ideia
De uma nova consciência e juventude
Tá em casa guardado por Deus
Contando o vil metal

Minha dor é perceber
Que apesar de termos feito tudo, tudo, tudo, tudo o que fizemos
Nós ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Ainda somos os mesmos e vivemos
Como os nossos pais",324,1613
